CardHoldersName,Card_Number,Expiry_Date,ShipToAddress,ShipToAddress1,ShipToCity,ShipToCountry,ShipToCustomerNumber,ShipToEmail,ShipToName,ShipToPhone,ShipToState,ShipToZip,RandZip,first_time_customer,order_dollar_amaout,num_items,age,web_order,total_transactions_to_date,billing_shipping_zip_equal,hour_of_day,Reported_as_fraud,rownum,lookup_id,NewShipToZip
Felicia Cooper        ,5276343912062239,1223,?,77326 North Brazil Ln.                                        ,Las Vegas             ,USA,220813,Bert@dis.com               ,Felicia *Cooper        ,543-897-9857,NV,91869,91513,N,360.1,17,62.1,Y,69,N,21,N,94531,3,89106
Maris Wise            ,5329532657212598,522,?,45552 East Beloit Ct.                                         ,Las Vegas             ,USA,135218,Dante@velit.org            ,Lane *Lloyd            ,742-536-2438,NV,36909,94011,Y,630.9,10,79.3,N,29,N,11,Y,8225,1,89102
Amery Mckinney        ,4539797188833886,218,?,"71607 East Virgin Islands, U.S. Ln.                           ",Las Vegas             ,USA,690958,Lani@lorem.edu             ,Amery *Mckinney        ,809-724-7420,NV,36069,35849,Y,110.1,2,72,N,9,N,7,N,34539,2,89109
Cassady Dejesus       ,4916554485413000,219,?,21818  Logan Ct.                                              ,Las Vegas             ,USA,766808,Kai@orci.edu               ,Lois *Faulkner         ,717-480-6297,NV,48291,4983,Y,504.4,15,41.4,N,82,N,16,N,53525,3,89106
Reuben Wooten         ,5267563807428952,919,?,52395 North Liechtenstein St.                                 ,Las Vegas             ,USA,187178,Iola@erat.org              ,Reuben *Wooten         ,092-090-2847,NV,68686,68316,Y,558.6,8,60.2,N,30,N,22,N,26143,1,89102
Roary Crane           ,5182983180714327,219,?,41964 West Garden Grove Ct.                                   ,Las Vegas             ,USA,101588,Roth@habitant.org          ,Roary *Crane           ,924-451-2847,NV,36669,36656,Y,13.2,11,105,N,96,N,15,N,83966,2,89109
Ulla Serrano          ,5364574992862345,620,?,74032 West Libyan Arab Jamahiriya St.                         ,Las Vegas             ,USA,262865,Holmes@malesuada.us        ,Ulla *Serrano          ,968-232-7576,NV,93634,93146,Y,328.2,3,57.8,N,90,N,0,N,23455,3,89106
Briar Best            ,5275495933225798,419,?,85212 West Barbados Ln.                                       ,Las Vegas             ,USA,94441,Ferris@aptent.us           ,Briar *Best            ,632-711-6872,NV,87581,87108,N,330.9,11,109.5,Y,90,N,6,N,14943,1,89102
Berk Kelly            ,342212020294052,922,?,5668 North Kyrgyzstan Way                                     ,Las Vegas             ,USA,857935,Aquila@et.net              ,Berk *Kelly            ,174-855-3718,NV,76896,76728,Y,419.3,1,87.6,Y,77,N,21,Y,90503,2,89109
Knox Rivers           ,5256763538954499,322,?,41682 South Gibraltar Way                                     ,Las Vegas             ,USA,320649,Reed@magna.com             ,Knox *Rivers           ,600-768-0551,NV,39479,39417,N,741.8,19,23.9,N,80,N,5,N,41983,3,89106
Alden Booker          ,5233305585137236,1121,?,60873 East Gatlinburg Ave.                                    ,Las Vegas             ,USA,207955,Galena@congue.us           ,Alden *Booker          ,097-449-1831,NV,58998,58928,Y,708.3,12,78.2,N,15,N,20,Y,8802,1,89102
Harrison Nelson       ,4556555792309042,820,?,94931 East Buena Park Ave.                                    ,Las Vegas             ,USA,777955,Hadassah@fringilla.org     ,Patricia *Castaneda    ,569-130-0854,NV,71377,67045,Y,173.1,17,55.5,Y,42,N,19,N,31081,2,89109
Courtney Strickland   ,5175476911707172,722,?,570 North Lake Forest Ave.                                    ,Las Vegas             ,USA,269830,Chastity@est.us            ,Courtney *Strickland   ,352-813-1867,NV,49710,49468,Y,759.2,12,79.4,Y,62,N,0,Y,27039,3,89106
Holly Hunt            ,4539962480163941,1019,?,68847 East Coral Springs St.                                  ,Las Vegas             ,USA,765426,Minerva@in.edu             ,Holly *Hunt            ,493-822-4354,NV,47048,46975,Y,532.5,19,15,N,1,N,10,Y,86458,1,89102
Mariko Powers         ,5395509767564075,221,?,52929 South Mozambique Ln.                                    ,Las Vegas             ,USA,309969,Blake@malesuada.us         ,Mariko *Powers         ,614-030-1003,NV,28885,28502,Y,256.9,14,16.3,Y,20,N,9,Y,37642,2,89109
Sharon Jennings       ,5394974542436158,620,?,619 South Croatia Ct.                                         ,Las Vegas             ,USA,52015,Herman@eget.us             ,Chandler *Simon        ,082-720-6008,NV,12914,78346,Y,910.3,3,20.4,N,51,N,22,Y,37673,3,89106
Halla Pitts           ,5333180161941924,422,?,72020 North East Rutherford Ct.                               ,Las Vegas             ,USA,76526,Ralph@sodales.org          ,Halla *Pitts           ,510-091-9958,NV,30817,30358,Y,741.3,14,81.5,N,27,N,14,Y,75539,1,89102
Reed Stafford         ,4485416645858881,520,?,74667 East Rwanda St.                                         ,Las Vegas             ,USA,564652,Cyrus@Curabitur.net        ,Reed *Stafford         ,420-006-6744,NV,19204,19154,Y,763.9,7,73.3,N,47,N,5,N,63343,2,89109
Imogene Hoffman       ,340999400045391,518,?,70209 East Carson Ln.                                         ,Las Vegas             ,USA,836705,Nicholas@augue.com         ,Imogene *Hoffman       ,981-666-5988,NV,22208,22001,Y,974.9,20,101.9,Y,20,N,4,Y,21354,3,89106
Nero Marshall         ,5333815736361997,822,?,42028 South Durham Way                                        ,Las Vegas             ,USA,170031,Sydney@tristique.com       ,Nero *Marshall         ,025-667-7448,NV,65816,65376,N,403.5,8,52.3,Y,97,N,13,N,14944,1,89102
Laurel Sutton         ,5260202938423981,219,?,83522 West Syrian Arab Republic Ave.                          ,Las Vegas             ,USA,222119,Keefe@diam.gov             ,Laurel *Sutton         ,131-069-0442,NV,6191,5997,N,388.2,7,100.4,N,7,N,19,N,61186,2,89109
Jocelyn Boyd          ,4485957058115830,321,?,69767 East Macedonia Blvd.                                    ,Las Vegas             ,USA,576741,Willa@lobortis.net         ,Marshall *Kinney       ,947-742-3847,NV,53197,92026,N,402.3,6,14.3,N,41,N,23,N,40254,3,89106
Lila Kennedy          ,378973178436251,320,?,58637  Malta Blvd.                                            ,Las Vegas             ,USA,878549,Yoko@laoreet.net           ,Lila *Kennedy          ,786-753-2565,NV,45658,45587,N,294.2,17,101.7,Y,93,N,5,N,86225,1,89102
Anthony Galloway      ,5286198973065853,222,?,21958 South Reunion Ln.                                       ,Las Vegas             ,USA,248782,Beck@eu.edu                ,Anthony *Galloway      ,458-093-0242,NV,78309,78204,Y,151.1,20,53.7,Y,73,N,1,Y,10378,2,89109
Honorato Chambers     ,379576976306979,822,?,15844 South Belgium St.                                       ,Las Vegas             ,USA,886025,Upton@Ut.org               ,Illana *Kane           ,256-222-1541,NV,82297,94158,Y,664.4,9,91.2,N,84,N,1,N,68139,3,89106
Isaiah Edwards        ,377580572080766,619,?,24854 South Bouvet Island Ave.                                ,Las Vegas             ,USA,859110,Unity@dignissim.net        ,Ralph *Mcbride         ,704-662-1809,NV,25425,25907,Y,646.9,9,50.4,N,33,N,8,Y,58765,1,89102
Edan Valentine        ,4916710774128085,820,?,21981  Pitcairn Ln.                                           ,Las Vegas             ,USA,704924,Jermaine@sagittis.com      ,Edan *Valentine        ,981-806-1455,NV,75241,75069,N,282.3,17,56.1,N,98,N,18,N,79966,2,89109
Kameko Weeks          ,5252468753645897,1119,?,7051 North Cayman Islands St.                                 ,Las Vegas             ,USA,88103,Blossom@nisl.net           ,Kameko *Weeks          ,802-078-3375,NV,88914,88861,N,33.8,16,89.3,N,85,N,15,N,92778,3,89106
Idona Duran           ,5299762730868811,821,?,54043  Myanmar Ave.                                           ,Las Vegas             ,USA,54511,Gary@Curabitur.com         ,Idona *Duran           ,397-428-4638,NV,49951,49548,N,659.7,4,109.4,Y,81,N,15,N,95698,1,89102
Mercedes Johnson      ,379121483282064,520,?,63978 North Heard Island and Mcdonald Islands St.             ,Las Vegas             ,USA,919933,Denise@ad.gov              ,Mercedes *Johnson      ,894-332-9198,NV,28569,28179,N,703.9,8,65.9,Y,34,N,17,Y,83630,2,89109
Ursula Sutton         ,6011528638077127,919,?,3167 North Cyprus Ct.                                         ,Las Vegas             ,USA,974860,Haley@Fusce.edu            ,Talon *Carpenter       ,498-246-4861,NV,15894,31183,N,527.7,19,48.4,Y,41,N,16,N,4118,3,89106
Florence Powers       ,4024007199773085,221,?,21223  Djibouti Ave.                                          ,Las Vegas             ,USA,446824,Eliana@euismod.us          ,Florence *Powers       ,789-844-6104,NV,1013,786,Y,582.6,3,12.1,Y,89,N,4,Y,27188,1,89102
Danielle Floyd        ,5291125884635964,922,?,248 West Nepal Ln.                                            ,Las Vegas             ,USA,1034,Emi@faucibus.edu           ,Danielle *Floyd        ,402-427-3393,NV,80909,80606,N,58.1,11,25.3,Y,40,N,13,N,660,2,89109
Colton Barber         ,347097451668436,523,?,2094 North Bolivia Ave.                                       ,Las Vegas             ,USA,909301,Grace@volutpat.us          ,Colton *Barber         ,937-125-0542,NV,97795,97545,N,144.7,13,73.5,Y,53,N,23,N,32184,3,89106
Sawyer Petersen       ,4532903374498818,120,?,56365 West Iraq Way                                           ,Las Vegas             ,USA,408131,Sonia@ante.us              ,Sawyer *Petersen       ,169-432-4185,NV,17161,16782,Y,299.6,14,25.3,N,2,N,5,N,83667,1,89102
Erica Cobb            ,4716688912816468,1120,?,14763 South Bangladesh St.                                    ,Las Vegas             ,USA,704183,Simone@commodo.edu         ,Freya *Nolan           ,267-964-8126,NV,88290,13029,Y,331,20,73.2,Y,42,N,4,Y,71182,2,89109
Selma Bates           ,371680994288496,1120,?,57407 South Argentina Way                                     ,Las Vegas             ,USA,851217,Alvin@commodo.us           ,Selma *Bates           ,675-719-8261,NV,82817,82565,Y,114.8,4,102.2,N,41,N,12,N,76088,3,89106
Nissim Zamora         ,4929831363693761,423,?,91467 North Oneonta Ave.                                      ,Las Vegas             ,USA,517018,Robert@facilisi.org        ,Nissim *Zamora         ,407-438-1280,NV,68992,68774,Y,930.4,12,42.3,N,52,N,14,Y,38170,1,89102
Emery Stevenson       ,4929882153098307,1118,?,25631 North Christmas Island Ave.                             ,Las Vegas             ,USA,412586,George@tempus.edu          ,Colorado *Hatfield     ,930-135-1438,NV,38618,68295,Y,131.2,19,105.1,Y,19,N,15,N,49220,2,89109
Noble Cruz            ,5106219314832179,319,?,18598 South Pitcairn Ct.                                      ,Las Vegas             ,USA,187148,Chancellor@blandit.us      ,Aristotle *Murray      ,200-345-9459,NV,35359,26414,Y,987.2,17,92.7,Y,47,N,7,Y,40968,3,89106
Eve Santos            ,5365796816596614,820,?,27639 West Agawam St.                                         ,Las Vegas             ,USA,160746,Althea@sagittis.com        ,Quail *Fitzgerald      ,261-082-3674,NV,33624,82109,Y,112,19,96.8,Y,10,N,16,N,85928,1,89102
Adria Stevenson       ,4929276692569078,1121,?,90280 West Morocco St.                                        ,Las Vegas             ,USA,796543,Brielle@tempor.gov         ,Adria *Stevenson       ,110-988-8948,NV,37037,36932,N,292.8,5,27.3,Y,47,N,10,N,4011,2,89109
Zelda Morrison        ,5535127570772628,1219,?,17033 West French Southern Territories Way                    ,Las Vegas             ,USA,71121,Isaiah@sed.org             ,Zelda *Morrison        ,135-954-9447,NV,98267,98170,N,898.8,9,99.9,Y,33,N,2,Y,72173,3,89106
Lamar Aguirre         ,342281944813388,921,?,8932 West Martinique Way                                      ,Las Vegas             ,USA,818778,Rebecca@consectetuer.net   ,Mannix *Copeland       ,084-400-4841,NV,83197,91754,Y,672.1,14,77.6,Y,32,N,6,Y,46768,1,89102
Naida Holmes          ,4266951323072343,522,?,81686  Comoros Blvd.                                          ,Las Vegas             ,USA,543255,Ori@eget.gov               ,Prescott *Williamson   ,312-640-3066,NV,75960,27361,N,216.3,14,103.2,N,66,N,3,N,14450,2,89109
Cara Sawyer           ,4485968312803152,318,?,21004 South Chad St.                                          ,Las Vegas             ,USA,585188,Aaron@augue.org            ,Cara *Sawyer           ,612-275-4266,NV,90090,89759,Y,570.4,8,70.6,N,84,N,0,N,47088,3,89106
Cadman Fletcher       ,4716730847971792,520,?,39188 North Honduras Ln.                                      ,Las Vegas             ,USA,652290,Colton@enim.us             ,Melanie *Spencer       ,715-832-2095,NV,48165,69030,N,875.5,2,89.6,N,36,N,12,N,31089,1,89102
Willow Pruitt         ,4916531790147424,1022,?,72151 South Suriname Blvd.                                    ,Las Vegas             ,USA,584174,Slade@nascetur.us          ,Willow *Pruitt         ,348-694-5885,NV,98413,98322,N,499.2,5,109.7,Y,89,N,4,N,15432,2,89109
Amery Mccoy           ,378850911515700,821,?,92041 East Los Angeles Ln.                                    ,Las Vegas             ,USA,911769,Ariana@Phasellus.net       ,Jordan *Martin         ,945-672-0719,NV,47347,65596,N,530.6,17,103.1,Y,63,N,19,N,9880,3,89106
Hedley Ruiz           ,5434192285915971,922,?,76950 South Bulgaria Way                                      ,Las Vegas             ,USA,49462,TaShya@Praesent.net        ,Hedley *Ruiz           ,025-344-6682,NV,60401,60292,N,611.3,13,23.9,N,69,N,15,N,58814,1,89102
Judah Lewis           ,340418740226587,519,?,81703 East South Georgia and The South Sandwich Islands Blvd. ,Las Vegas             ,USA,817455,Regan@dictum.net           ,Judah *Lewis           ,978-251-7054,NV,66391,66091,N,497.8,8,100,N,89,N,9,N,71094,2,89109
Melissa Rose          ,4803984516003288,421,?,"83721  Virgin Islands, British Ct.                            ",Las Vegas             ,USA,508899,Blake@ad.org               ,Melissa *Rose          ,308-997-0987,NV,9905,9660,Y,847.4,1,96.6,N,4,N,20,Y,42977,3,89106
Jenna Owens           ,5257359919215607,220,?,40898 North Burkina Faso Ave.                                 ,Las Vegas             ,USA,159759,Alfonso@tempor.net         ,Jenna *Owens           ,891-221-0529,NV,36338,36336,Y,493.4,20,42.3,N,51,N,12,Y,37310,1,89102
Marvin Barr           ,4024007157915330,921,?,73517 South Hawaiian Gardens Ave.                             ,Las Vegas             ,USA,591589,Kibo@magna.us              ,Marvin *Barr           ,023-601-5122,NV,72450,72182,N,343.1,3,79.2,N,89,N,9,N,41441,2,89109
Ezekiel Sandoval      ,5380877608228383,123,?,24795 West Grenada Ln.                                        ,Las Vegas             ,USA,46668,Graham@arcu.net            ,Ezekiel *Sandoval      ,299-881-8511,NV,83074,82931,N,808.6,9,41,Y,12,N,16,Y,56887,3,89106
Kyle Grant            ,4716544224526743,818,?,19867 South Moldova Blvd.                                     ,Las Vegas             ,USA,724194,Madeline@Duis.edu          ,Hilary *Valentine      ,517-478-2206,NV,28005,84376,Y,574.4,20,39.8,Y,36,N,15,N,37997,1,89102
Carter Rush           ,4024007189186504,821,?,7994 South Cook Islands St.                                   ,Las Vegas             ,USA,601352,Daniel@natoque.edu         ,Solomon *Wilkins       ,775-143-9945,NV,15364,67037,N,979.8,3,102.4,N,50,N,1,N,62813,2,89109
Lillian Wood          ,4556437454258421,1218,?,6245 South Hawaiian Gardens Ct.                               ,Las Vegas             ,USA,646904,Josephine@erat.net         ,Lillian *Wood          ,304-829-5974,NV,86098,85886,Y,194.6,5,27.6,Y,87,N,21,N,46632,3,89106
Hall Holloway         ,6011873859575908,1022,?,62363 North Belize Ave.                                       ,Las Vegas             ,USA,979106,Colt@Curae.com             ,Moana *Short           ,609-188-0406,NV,98847,56036,N,888.9,15,20.5,Y,25,N,9,Y,67863,1,89102
Calvin Brewer         ,5160527088218901,321,?,54712  Durango Blvd.                                          ,Las Vegas             ,USA,228966,Vance@varius.edu           ,Calvin *Brewer         ,390-322-3719,NV,22806,22760,N,546.5,13,10.9,N,50,N,0,Y,89730,2,89109
Nolan Cortez          ,4916083084374827,1122,?,71036 South American Samoa St.                                ,Las Vegas             ,USA,490328,Jelani@Class.us            ,Nolan *Cortez          ,520-494-1201,NV,52718,52696,N,774.2,8,16.5,Y,97,N,18,Y,16155,3,89106
